X Position [ppos],Y Position [ppos],Calibration [nW/(pstr/sec)],Calibration Sigma [nW/(pstr/sec)]
786.4883339691622,688.7115681853354,0.58393145,0.0022568680496737937
602.8288371549073,690.727614903984,0.59906507,0.0024356108035602456
527.5094927716501,694.8236951057228,0.63444835,0.0025527548681994012
969.0085457252976,685.3235741352333,0.57074744,0.0022853995603045775
874.7649576018973,686.0493980779207,0.562122,0.002190992368495321
1071.098344745579,684.3938891572558,0.53303367,0.0021012851472236535
1155.2036906925598,683.4514670509228,0.53864145,0.002107193495341251
1347.8120131994,681.9053348094421,0.55541104,0.0022201519058437868
1261.499902970286,683.7054662829777,0.56443,0.0022257902285093218
1601.7754388232358,682.4512533869084,0.6300656,0.0025382698627021134
1681.5667586215814,681.520364000957,0.686325,0.0029288581038488105
1524.0416168308311,681.3088174888586,0.60681283,0.002542017700989983
1441.7309332032257,682.6514848046855,0.612593,0.0024316407080727724
1833.111674909643,693.4385897139655,0.7644011,0.003489921749329264
1762.5893386867058,693.6573132813869,0.7112957,0.0029961168386693905
279.94185048006864,711.6419038713833,0.6896549,0.0029418915891153176
427.8938693728043,706.4247785501155,0.6150744,0.002602994617253744
355.6616069535106,707.750492715359,0.6416885,0.002671461501360813
691.6981921977329,702.0378855042231,0.5632,0.0022481349056829763
784.5659323937128,700.4000434215783,0.56606364,0.002179867575635415
592.9916468084248,703.2106863856569,0.58516985,0.0023561796071331063
516.8118682589512,706.0737789781473,0.6185856,0.0025479153530518217
966.8377075338444,696.9655307258093,0.55347425,0.002170310066661917
867.9598436821199,698.4144392972981,0.5422959,0.0021926126008039383
1058.0547453313056,696.2590734385572,0.5266203,0.001992347129018483
1143.3375616474395,695.6953725780145,0.5218866,0.0020206108455634543
1327.596082359345,693.4162267719611,0.536351,0.002195239984069881
1241.336130071407,695.1604149575603,0.5565981,0.0021095921471634884
1600.142951015605,693.614793198975,0.6117355,0.002557229200632896
1680.1529108744116,693.7761448970832,0.6720584,0.0027634397586859282
1515.850193281452,693.3727213358851,0.58911735,0.002411676768923697
1425.3673357096911,694.2729013350162,0.58567053,0.002253498075658562
1832.4787213225586,566.1199161758923,0.8110218,0.003662067133991694
1757.2585177578176,564.0927114285844,0.75379926,0.0032045629946395814
281.6219007032549,582.9844915005783,0.699493,0.0030359540163733016
438.9668606651776,575.8370372199025,0.62970906,0.002559212556341347
356.10166120944837,579.9821152996229,0.68091625,0.0027925583169429668
703.2132449190846,563.77085737992,0.5850297,0.0023416218120819337
785.3036274793479,561.951439996315,0.53248304,0.002098475082287562
611.2218565685935,567.8544840890644,0.5835844,0.002272473773784625
520.7861689862796,572.1156561588422,0.6234651,0.002494799961240936
972.3128179934424,559.631227870713,0.5446125,0.0021178783539385904
876.4145658797742,559.1802061332965,0.5249602,0.0021492583536132656
1066.2741985490445,559.7313921035928,0.565313,0.0021575499099456353
1158.4634815759011,558.4817206797037,0.5785654,0.0022645341498084273
1340.6757168723545,558.6907141355535,0.60617644,0.0023181062091048856
1252.8103913929508,557.6431625814928,0.5925633,0.002334162006520692
1607.0201514090395,560.7853450487149,0.6673413,0.0027722519102321356
1688.5179419248077,562.3131551812501,0.69015837,0.0030147335433745774
1505.970831559123,558.1307364302378,0.606266,0.0025510386782960246
1438.393660784933,557.611565775603,0.5918999,0.0024498796974386887
1731.5722824537866,1185.6996945034052,0.74105626,0.0033033803133674143
1648.2613833644057,1192.3880851132315,0.7087257,0.0030176215907973974
1805.9170175123434,1176.958065442777,0.824576,0.003723250394858559
1819.7248868741106,1175.5941377032225,0.8320189,0.0037017248446420195
252.29305507088313,1190.5213387525932,0.7708552,0.004831140242800738
361.9415818287002,1202.3015464659907,0.7383016,0.003420965931652759
281.9047483091541,1193.888253732393,0.755003,0.004483219972674404
596.1593948359098,1215.2988480811694,0.62559426,0.0025324927592636558
685.9215589309808,1218.8635973440341,0.613015,0.002474578053935157
518.6676813804728,1209.801733641561,0.6116764,0.002682965206491543
430.75871679967423,1206.4087709839139,0.65767837,0.0028395984154428867
863.3214411998908,1221.4692609229603,0.54219335,0.0021483889063756726
772.0674000350316,1219.6839440500773,0.5788587,0.002412768970192832
946.6206391245305,1222.9545030896488,0.54508746,0.0021731085036043284
1047.887488284684,1222.6604338288191,0.5675245,0.0022795148287301837
1224.4113433789007,1217.9475095949072,0.569924,0.0023092818988691838
1132.4495088361687,1221.7083888689078,0.5695446,0.0022592076142465087
1487.551228681163,1205.8412044989211,0.6393027,0.002643497347435439
1573.5283014207992,1199.9793785896898,0.6721794,0.00281902518897775
1400.918221393271,1210.1397057056254,0.60664797,0.0024874798692457595
1317.855476500612,1214.6959863761388,0.57558155,0.0023506151987958165
1607.929590938214,448.8983114707074,0.62806845,0.0026341329243372664
1516.4417279660981,446.88259935710147,0.61072165,0.0024381229056445225
1832.7445359543274,460.7014438150954,0.7883221,0.003524711645459128
1679.7239660667228,451.97815648347444,0.68197256,0.0028380116724651895
1758.556836112365,454.8524413234092,0.6973493,0.0029481836490693977
248.08825531386472,492.0435695901898,0.7762933,0.004112053934205373
248.72348970628272,479.20313549662154,0.7658457,0.004162200020903192
247.91709994666127,491.5544662556872,0.77253616,0.0040860101644707185
442.8960291280542,463.7414354669136,0.68287706,0.0030462851387483107
532.1600802631273,459.5816992321161,0.6404521,0.002597436758109862
370.75036343439325,469.2996942837815,0.6936564,0.0030033602308573502
296.85655372011047,474.8974230011229,0.75568527,0.0035746278859439123
702.1650129193764,452.8133383335519,0.5799094,0.002280858456252109
621.3200351123445,455.5028022615022,0.5707779,0.0023442328683995818
789.5727122116499,447.5121205325371,0.53355485,0.002143794788658023
881.0368522820298,444.68583988073317,0.51203775,0.002030015627619472
1066.9781660320928,441.59269713855343,0.5106974,0.0020113036041276506
970.1875822049559,443.3988185130351,0.5384214,0.0020967203322098463
1337.7298307379683,441.41983686834243,0.57279164,0.002288810904084016
1427.9244196184902,443.44101372282455,0.56462467,0.0022918817631185314
1257.51621150063,441.2404877240034,0.54066014,0.002100632935967694
1156.6289112639013,441.1930441213752,0.5173226,0.00204191578124247
1680.6937617211063,336.5721798670602,0.6779158,0.0029512762758861005
1602.7867827941775,331.6584099192921,0.6482723,0.0026459520473083413
1752.8265251824396,343.1716313025371,0.72522545,0.003165627223553778
1813.4666062211363,347.0933606533067,0.79565156,0.003672170416649075
299.58604481375227,363.00673562115793,0.69530237,0.00388733728485707
308.2258295969585,360.2987927049567,0.68586534,0.0038171139836691097
257.8491422370941,363.0241627483477,0.69332474,0.004527969171541169
541.3391651206191,338.9115855727717,0.6080281,0.0025134140130403174
632.0188696598286,334.4910231526082,0.5759468,0.0023566145402308222
455.40938217964907,346.62804812753734,0.6575362,0.0027535259822974324
386.0821671913157,353.5867947658711,0.65788835,0.002867514564558149
804.3619829496994,326.37818104944967,0.5731629,0.0022812837829736614
717.8518561231283,329.5735768781383,0.57953775,0.002268567439127032
892.3203096942228,324.4777498324241,0.5599254,0.0021416636096839407
984.484509089544,321.9862107209259,0.5658035,0.002171270012426731
1165.7036119709137,320.71739999704306,0.53544176,0.002039232009156406
1072.2122305689709,321.0781107241239,0.52592826,0.0020905354029236243
1434.8349664927455,325.64475974336295,0.5881924,0.0023970402615320213
1516.51347166658,327.7161468809032,0.6107257,0.002570657762243444
1344.5568867583588,323.0698457143025,0.57277024,0.0022016264992603734
1259.207319558061,321.642824464798,0.54565346,0.002139988609636777
1670.716524038855,1045.4374935042938,0.7084112,0.002876087102202455
1587.4627108462087,1049.3596382272822,0.68602985,0.002714109871444681
1838.8397128811778,1032.6876875474352,0.82039815,0.003648406906560436
1745.9756013388496,1040.8259504076327,0.769332,0.0031323743643950457
1825.4550212439524,1034.4753305147715,0.7993083,0.003508749505786907
258.9628029538744,1055.4244810348118,0.69271684,0.0035890544666598526
279.87566631105534,1052.201860635384,0.73923016,0.0036002816194607417
245.6275848339686,1051.1446323067553,0.7269875,0.003854901251792649
519.2860177303816,1059.8338604671071,0.5911091,0.0025945604457795384
604.417261525713,1063.1307346842382,0.5967839,0.002427051674067465
440.290307948292,1059.5455326451315,0.6406468,0.0027085501087750897
361.29710265536147,1054.5384679568592,0.7507659,0.0032628364020410297
778.2446242837382,1066.5948293244517,0.5848683,0.002358097895779742
697.5427169442379,1065.7865771501197,0.5898405,0.002298512188666692
873.6110964472516,1068.2320896053948,0.5965826,0.002343452401821265
957.3823190331537,1067.0443789479798,0.5710439,0.0022403051222517835
1146.561751385233,1065.578635459531,0.52964437,0.00210036949611113
1054.3803640938634,1067.9842325874786,0.52934015,0.0020851750035620854
1422.3759138022433,1057.1793854618802,0.6289598,0.0026001877294646166
1513.1289861190671,1052.6469407298034,0.65893674,0.002668491446679398
1327.0627613022734,1060.6144124309328,0.57448995,0.0023039938828791104
1239.998591796931,1063.7736944322266,0.54925984,0.0020814242571860733
